EVENT_DATE_YEAR,NO_OF_RUNS,SPECIES_NAME,LATIN_NAME,ALL_RUNS,EVENT_DATE,Average_count
2012,3,European eels > elvers,Anguilla anguilla,2,17/04/2012,1
2018,2,Roach,Rutilus rutilus,410,19/04/2018,205
2018,2,Pike,Esox lucius,13,19/04/2018,7
2018,2,Chub,Leuciscus cephalus,5,19/04/2018,3
2018,2,Dace,Leuciscus leuciscus,74,19/04/2018,37
2018,2,Perch,Perca fluviatilis,35,19/04/2018,18
2018,2,Bullhead,Cottus gobio,17,19/04/2018,9
2018,2,Stone loach,Barbatula barbatula,14,19/04/2018,7
2018,2,3-spined stickleback,Gasterosteus aculeatus,10,19/04/2018,5
2018,2,Gudgeon,Gobio gobio,138,19/04/2018,69
2018,2,Minnow,Phoxinus phoxinus,67,19/04/2018,34
2018,2,Feral [brown] goldfish,Carassius auratus,1,19/04/2018,1
2018,2,European eels > elvers,Anguilla anguilla,4,19/04/2018,2
2012,3,Roach,Rutilus rutilus,46,15/05/2012,16
2012,3,Tench,Tinca tinca,3,15/05/2012,1
2012,3,Dace,Leuciscus leuciscus,25,15/05/2012,9
2012,3,Rudd,Scardinius erythrophthalmus,3,15/05/2012,1
2012,3,Chub,Leuciscus cephalus,14,15/05/2012,5
2012,3,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,15/05/2012,1
2012,3,Pike,Esox lucius,6,15/05/2012,2
2012,3,Perch,Perca fluviatilis,63,15/05/2012,21
2012,3,Gudgeon,Gobio gobio,5,15/05/2012,2
2012,3,Bullhead,Cottus gobio,14,15/05/2012,5
2012,3,3-spined stickleback,Gasterosteus aculeatus,24,15/05/2012,8
2012,3,Stone loach,Barbatula barbatula,6,15/05/2012,2
2012,3,Minnow,Phoxinus phoxinus,4,15/05/2012,2
2012,3,European eels > elvers,Anguilla anguilla,16,15/05/2012,6
2012,3,Ruffe,Gymnocephalus cernuus,3,15/05/2012,1
2014,4,Roach,Rutilus rutilus,20,15/04/2014,5
2014,4,Perch,Perca fluviatilis,13,15/04/2014,4
2014,4,Pike,Esox lucius,9,15/04/2014,3
2014,4,Spined loach,Cobitis taenia,1,15/04/2014,1
2014,4,Dace,Leuciscus leuciscus,29,15/04/2014,8
2014,4,Rudd,Scardinius erythrophthalmus,1,15/04/2014,1
2014,4,Chub,Leuciscus cephalus,11,15/04/2014,3
2014,4,Gudgeon,Gobio gobio,130,15/04/2014,33
2014,4,Ruffe,Gymnocephalus cernuus,6,15/04/2014,2
2014,4,Minnow,Phoxinus phoxinus,38,15/04/2014,10
2014,4,Stone loach,Barbatula barbatula,1,15/04/2014,1
2014,4,3-spined stickleback,Gasterosteus aculeatus,7,15/04/2014,2
2014,4,European eels > elvers,Anguilla anguilla,9,15/04/2014,3
2016,3,Roach,Rutilus rutilus,119,22/04/2016,40
2016,3,Tench,Tinca tinca,1,22/04/2016,1
2016,3,Chub,Leuciscus cephalus,54,22/04/2016,18
2016,3,Dace,Leuciscus leuciscus,29,22/04/2016,10
2016,3,Pike,Esox lucius,12,22/04/2016,4
2016,3,Stone loach,Barbatula barbatula,22,22/04/2016,8
2016,3,Ruffe,Gymnocephalus cernuus,17,22/04/2016,6
2016,3,Spined loach,Cobitis taenia,4,22/04/2016,2
2016,3,Gudgeon,Gobio gobio,59,22/04/2016,20
2016,3,Perch,Perca fluviatilis,57,22/04/2016,19
2016,3,Minnow,Phoxinus phoxinus,53,22/04/2016,18
2016,3,Bullhead,Cottus gobio,18,22/04/2016,6
2016,3,3-spined stickleback,Gasterosteus aculeatus,16,22/04/2016,6
2016,3,Brook lamprey ammocoetes,Lampetra planeri,1,22/04/2016,1
2016,3,European eels > elvers,Anguilla anguilla,57,22/04/2016,19
2018,3,Roach,Rutilus rutilus,184,24/04/2018,62
2018,3,Perch,Perca fluviatilis,27,24/04/2018,9
2018,3,Dace,Leuciscus leuciscus,23,24/04/2018,8
2018,3,Pike,Esox lucius,6,24/04/2018,2
2018,3,Chub,Leuciscus cephalus,47,24/04/2018,16
2018,3,Spined loach,Cobitis taenia,4,24/04/2018,2
2018,3,Stone loach,Barbatula barbatula,10,24/04/2018,4
2018,3,Gudgeon,Gobio gobio,27,24/04/2018,9
2018,3,Minnow,Phoxinus phoxinus,68,24/04/2018,23
2018,3,Bullhead,Cottus gobio,10,24/04/2018,4
2018,3,Rudd,Scardinius erythrophthalmus,8,24/04/2018,3
2018,3,Ruffe,Gymnocephalus cernuus,3,24/04/2018,1
2018,3,Brook lamprey ammocoetes,Lampetra planeri,12,24/04/2018,4
2018,3,Tench,Tinca tinca,2,24/04/2018,1
2018,3,3-spined stickleback,Gasterosteus aculeatus,27,24/04/2018,9
2018,3,European eels > elvers,Anguilla anguilla,42,24/04/2018,14
2018,3,European elvers,Anguilla anguilla,1,24/04/2018,1
2022,4,Roach,Rutilus rutilus,5,27/04/2022,2
2022,4,Chub,Leuciscus cephalus,9,27/04/2022,3
2022,4,Perch,Perca fluviatilis,1,27/04/2022,1
2022,4,Pike,Esox lucius,3,27/04/2022,1
2022,4,Rudd,Scardinius erythrophthalmus,1,27/04/2022,1
2022,4,Minnow,Phoxinus phoxinus,22,27/04/2022,6
2022,4,Stone loach,Barbatula barbatula,46,27/04/2022,12
2022,4,3-spined stickleback,Gasterosteus aculeatus,53,27/04/2022,14
2022,4,Gudgeon,Gobio gobio,32,27/04/2022,8
2022,4,Brook lamprey ammocoetes,Lampetra planeri,5,27/04/2022,2
2022,4,Bullhead,Cottus gobio,8,27/04/2022,2
2022,4,European eels > elvers,Anguilla anguilla,8,27/04/2022,2
2022,4,Dace,Leuciscus leuciscus,3,27/04/2022,1
2013,2,Dace,Leuciscus leuciscus,15,25/09/2013,8
2013,2,Minnow,Phoxinus phoxinus,24,25/09/2013,12
2013,2,Stone loach,Barbatula barbatula,6,25/09/2013,3
2013,2,Gudgeon,Gobio gobio,11,25/09/2013,6
2013,2,Bullhead,Cottus gobio,2,25/09/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,1,25/09/2013,1
2013,2,Roach,Rutilus rutilus,3,25/09/2013,2
2013,2,Dace,Leuciscus leuciscus,47,25/09/2013,24
2013,2,Chub,Leuciscus cephalus,1,25/09/2013,1
2013,2,Minnow,Phoxinus phoxinus,5,25/09/2013,3
2013,2,Stone loach,Barbatula barbatula,5,25/09/2013,3
2013,2,Gudgeon,Gobio gobio,4,25/09/2013,2
2013,2,Bullhead,Cottus gobio,3,25/09/2013,2
2013,2,European eels > elvers,Anguilla anguilla,4,25/09/2013,2
2012,4,Roach,Rutilus rutilus,1,24/04/2012,1
2012,4,Pike,Esox lucius,31,24/04/2012,8
2012,4,Perch,Perca fluviatilis,11,24/04/2012,3
2012,4,Chub,Leuciscus cephalus,4,24/04/2012,1
2012,4,Rudd,Scardinius erythrophthalmus,1,24/04/2012,1
2012,4,Minnow,Phoxinus phoxinus,21,24/04/2012,6
2012,4,Stone loach,Barbatula barbatula,7,24/04/2012,2
2012,4,Gudgeon,Gobio gobio,4,24/04/2012,1
2012,4,Bullhead,Cottus gobio,13,24/04/2012,4
2012,4,Tench,Tinca tinca,1,24/04/2012,1
2012,4,European eels > elvers,Anguilla anguilla,7,24/04/2012,2
2014,4,Roach,Rutilus rutilus,28,11/04/2014,7
2014,4,Dace,Leuciscus leuciscus,7,11/04/2014,2
2014,4,Pike,Esox lucius,5,11/04/2014,2
2014,4,Perch,Perca fluviatilis,1,11/04/2014,1
2014,4,Bullhead,Cottus gobio,21,11/04/2014,6
2014,4,Stone loach,Barbatula barbatula,17,11/04/2014,5
2014,4,Minnow,Phoxinus phoxinus,176,11/04/2014,44
2014,4,Gudgeon,Gobio gobio,48,11/04/2014,12
2014,4,Chub,Leuciscus cephalus,2,11/04/2014,1
2014,4,European eels > elvers,Anguilla anguilla,10,11/04/2014,3
2014,4,3-spined stickleback,Gasterosteus aculeatus,2,11/04/2014,1
2016,3,Roach,Rutilus rutilus,181,20/04/2016,61
2016,3,Pike,Esox lucius,13,20/04/2016,5
2016,3,Minnow,Phoxinus phoxinus,158,20/04/2016,53
2016,3,Gudgeon,Gobio gobio,63,20/04/2016,21
2016,3,Dace,Leuciscus leuciscus,13,20/04/2016,5
2016,3,Chub,Leuciscus cephalus,2,20/04/2016,1
2016,3,Bullhead,Cottus gobio,24,20/04/2016,8
2016,3,Stone loach,Barbatula barbatula,17,20/04/2016,6
2016,3,3-spined stickleback,Gasterosteus aculeatus,1,20/04/2016,1
2016,3,European eels > elvers,Anguilla anguilla,34,20/04/2016,12
2018,4,Roach,Rutilus rutilus,100,25/04/2018,25
2018,4,Bullhead,Cottus gobio,27,25/04/2018,7
2018,4,Pike,Esox lucius,1,25/04/2018,1
2018,4,Chub,Leuciscus cephalus,1,25/04/2018,1
2018,4,Dace,Leuciscus leuciscus,21,25/04/2018,6
2018,4,Gudgeon,Gobio gobio,66,25/04/2018,17
2018,4,Stone loach,Barbatula barbatula,37,25/04/2018,10
2018,4,3-spined stickleback,Gasterosteus aculeatus,15,25/04/2018,4
2018,4,Minnow,Phoxinus phoxinus,119,25/04/2018,30
2018,4,European eels > elvers,Anguilla anguilla,16,25/04/2018,4
2022,2,Roach,Rutilus rutilus,3,09/05/2022,2
2022,2,Chub,Leuciscus cephalus,26,09/05/2022,13
2022,2,Dace,Leuciscus leuciscus,5,09/05/2022,3
2022,2,Gudgeon,Gobio gobio,6,09/05/2022,3
2022,2,Stone loach,Barbatula barbatula,4,09/05/2022,2
2022,2,Minnow,Phoxinus phoxinus,23,09/05/2022,12
2022,2,Bullhead,Cottus gobio,31,09/05/2022,16
2022,2,European eels > elvers,Anguilla anguilla,21,09/05/2022,11
2016,1,Minnow,Phoxinus phoxinus,54,15/03/2016,54
2016,1,3-spined stickleback,Gasterosteus aculeatus,3,15/03/2016,3
2016,1,Bullhead,Cottus gobio,5,15/03/2016,5
2012,2,Roach,Rutilus rutilus,553,28/06/2012,277
2012,2,Dace,Leuciscus leuciscus,38,28/06/2012,19
2012,2,Roach x rudd hybrid,Rutilus rutilus x Scardinius erythrophthalmus,7,28/06/2012,4
2012,2,Gudgeon,Gobio gobio,17,28/06/2012,9
2012,2,Pike,Esox lucius,22,28/06/2012,11
2012,2,Rudd,Scardinius erythrophthalmus,6,28/06/2012,3
2012,2,Brook lamprey ammocoetes,Lampetra planeri,1,28/06/2012,1
2018,3,Roach,Rutilus rutilus,623,22/10/2018,208
2018,3,Pike,Esox lucius,21,22/10/2018,7
2018,3,Chub,Leuciscus cephalus,1,22/10/2018,1
2018,3,Dace,Leuciscus leuciscus,31,22/10/2018,11
2018,3,Perch,Perca fluviatilis,2,22/10/2018,1
2018,3,Gudgeon,Gobio gobio,24,22/10/2018,8
2018,3,Stone loach,Barbatula barbatula,2,22/10/2018,1
2012,2,Roach,Rutilus rutilus,59,04/07/2012,30
2012,2,Dace,Leuciscus leuciscus,49,04/07/2012,25
2012,2,Minnow,Phoxinus phoxinus,32,04/07/2012,16
2012,2,3-spined stickleback,Gasterosteus aculeatus,53,04/07/2012,27
2012,2,Stone loach,Barbatula barbatula,8,04/07/2012,4
2012,2,Bullhead,Cottus gobio,3,04/07/2012,2
2012,3,Roach,Rutilus rutilus,228,05/07/2012,76
2012,3,Pike,Esox lucius,15,05/07/2012,5
2012,3,Perch,Perca fluviatilis,21,05/07/2012,7
2012,3,Dace,Leuciscus leuciscus,1,05/07/2012,1
2012,3,Minnow,Phoxinus phoxinus,6,05/07/2012,2
2012,3,Gudgeon,Gobio gobio,1,05/07/2012,1
2012,3,Spined loach,Cobitis taenia,1,05/07/2012,1
2012,3,Stone loach,Barbatula barbatula,2,05/07/2012,1
2012,3,3-spined stickleback,Gasterosteus aculeatus,1,05/07/2012,1
2012,3,European eels > elvers,Anguilla anguilla,1,05/07/2012,1
2012,3,Brook lamprey ammocoetes,Lampetra planeri,4,05/07/2012,2
2012,3,Roach,Rutilus rutilus,269,23/07/2012,90
2012,3,Dace,Leuciscus leuciscus,1,23/07/2012,1
2012,3,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,2,23/07/2012,1
2012,3,Perch,Perca fluviatilis,11,23/07/2012,4
2012,3,Chub,Leuciscus cephalus,2,23/07/2012,1
2012,3,Pike,Esox lucius,3,23/07/2012,1
2012,3,Common bream,Abramis brama,1,23/07/2012,1
2012,3,Gudgeon,Gobio gobio,31,23/07/2012,11
2012,3,Stone loach,Barbatula barbatula,4,23/07/2012,2
2012,3,Bullhead,Cottus gobio,3,23/07/2012,1
2012,3,Spined loach,Cobitis taenia,4,23/07/2012,2
2012,3,3-spined stickleback,Gasterosteus aculeatus,4,23/07/2012,2
2012,3,European eels > elvers,Anguilla anguilla,7,23/07/2012,3
2012,3,Tench,Tinca tinca,2,23/07/2012,1
2015,3,Roach,Rutilus rutilus,124,11/06/2015,42
2015,3,Pike,Esox lucius,8,11/06/2015,3
2015,3,Perch,Perca fluviatilis,7,11/06/2015,3
2015,3,Chub,Leuciscus cephalus,2,11/06/2015,1
2015,3,Bullhead,Cottus gobio,1,11/06/2015,1
2015,3,Minnow,Phoxinus phoxinus,2,11/06/2015,1
2015,3,Gudgeon,Gobio gobio,6,11/06/2015,2
2015,3,Spined loach,Cobitis taenia,3,11/06/2015,1
2015,3,European eels > elvers,Anguilla anguilla,8,11/06/2015,3
2018,3,Roach,Rutilus rutilus,339,29/06/2018,113
2018,3,Pike,Esox lucius,8,29/06/2018,3
2018,3,Dace,Leuciscus leuciscus,8,29/06/2018,3
2018,3,Perch,Perca fluviatilis,21,29/06/2018,7
2018,3,Chub,Leuciscus cephalus,8,29/06/2018,3
2018,3,Bullhead,Cottus gobio,1,29/06/2018,1
2018,3,3-spined stickleback,Gasterosteus aculeatus,2,29/06/2018,1
2018,3,Gudgeon,Gobio gobio,148,29/06/2018,50
2018,3,European eels > elvers,Anguilla anguilla,6,29/06/2018,2
2012,3,Roach,Rutilus rutilus,98,31/07/2012,33
2012,3,Perch,Perca fluviatilis,46,31/07/2012,16
2012,3,Tench,Tinca tinca,5,31/07/2012,2
2012,3,Ruffe,Gymnocephalus cernuus,1,31/07/2012,1
2012,3,Gudgeon,Gobio gobio,3,31/07/2012,1
2012,3,Pike,Esox lucius,4,31/07/2012,2
2012,3,Bullhead,Cottus gobio,7,31/07/2012,3
2012,3,Stone loach,Barbatula barbatula,4,31/07/2012,2
2012,3,Spined loach,Cobitis taenia,7,31/07/2012,3
2012,3,3-spined stickleback,Gasterosteus aculeatus,5,31/07/2012,2
2012,3,European eels > elvers,Anguilla anguilla,28,31/07/2012,10
2014,4,Roach,Rutilus rutilus,67,19/06/2014,17
2014,4,Pike,Esox lucius,6,19/06/2014,2
2014,4,Ruffe,Gymnocephalus cernuus,1,19/06/2014,1
2014,4,Spined loach,Cobitis taenia,11,19/06/2014,3
2014,4,Bullhead,Cottus gobio,2,19/06/2014,1
2014,4,Stone loach,Barbatula barbatula,2,19/06/2014,1
2014,4,Perch,Perca fluviatilis,3,19/06/2014,1
2014,4,3-spined stickleback,Gasterosteus aculeatus,1,19/06/2014,1
2014,4,European eels > elvers,Anguilla anguilla,19,19/06/2014,5
2015,3,Roach,Rutilus rutilus,144,17/06/2015,48
2015,3,Pike,Esox lucius,4,17/06/2015,2
2015,3,Perch,Perca fluviatilis,6,17/06/2015,2
2015,3,Dace,Leuciscus leuciscus,1,17/06/2015,1
2015,3,Rudd,Scardinius erythrophthalmus,1,17/06/2015,1
2015,3,3-spined stickleback,Gasterosteus aculeatus,3,17/06/2015,1
2015,3,Spined loach,Cobitis taenia,2,17/06/2015,1
2015,3,Stone loach,Barbatula barbatula,2,17/06/2015,1
2015,3,Gudgeon,Gobio gobio,29,17/06/2015,10
2015,3,European eels > elvers,Anguilla anguilla,8,17/06/2015,3
2015,3,European elvers,Anguilla anguilla,1,17/06/2015,1
2016,2,Roach,Rutilus rutilus,270,26/07/2016,135
2016,2,Gudgeon,Gobio gobio,52,26/07/2016,26
2016,2,Perch,Perca fluviatilis,22,26/07/2016,11
2016,2,Common bream,Abramis brama,1,26/07/2016,1
2016,2,Ruffe,Gymnocephalus cernuus,1,26/07/2016,1
2016,2,Dace,Leuciscus leuciscus,4,26/07/2016,2
2016,2,Pike,Esox lucius,8,26/07/2016,4
2016,2,Stone loach,Barbatula barbatula,1,26/07/2016,1
2016,2,Spined loach,Cobitis taenia,11,26/07/2016,6
2016,2,Bullhead,Cottus gobio,3,26/07/2016,2
2016,2,Flounder,Platichthys flesus,1,26/07/2016,1
2016,2,3-spined stickleback,Gasterosteus aculeatus,11,26/07/2016,6
2016,2,European eels > elvers,Anguilla anguilla,12,26/07/2016,6
2016,2,Chub,Leuciscus cephalus,2,26/07/2016,1
2017,2,Roach,Rutilus rutilus,196,25/07/2017,98
2017,2,Perch,Perca fluviatilis,39,25/07/2017,20
2017,2,Pike,Esox lucius,21,25/07/2017,11
2017,2,Dace,Leuciscus leuciscus,2,25/07/2017,1
2017,2,Chub,Leuciscus cephalus,3,25/07/2017,2
2017,2,Gudgeon,Gobio gobio,2,25/07/2017,1
2017,2,Ruffe,Gymnocephalus cernuus,1,25/07/2017,1
2017,2,Bullhead,Cottus gobio,3,25/07/2017,2
2017,2,3-spined stickleback,Gasterosteus aculeatus,9,25/07/2017,5
2017,2,Spined loach,Cobitis taenia,7,25/07/2017,4
2017,2,Stone loach,Barbatula barbatula,8,25/07/2017,4
2017,2,European eels > elvers,Anguilla anguilla,6,25/07/2017,3
2018,3,Roach,Rutilus rutilus,383,13/07/2018,128
2018,3,Chub,Leuciscus cephalus,7,13/07/2018,3
2018,3,Perch,Perca fluviatilis,14,13/07/2018,5
2018,3,Pike,Esox lucius,13,13/07/2018,5
2018,3,Dace,Leuciscus leuciscus,10,13/07/2018,4
2018,3,Bullhead,Cottus gobio,4,13/07/2018,2
2018,3,Spined loach,Cobitis taenia,8,13/07/2018,3
2018,3,Gudgeon,Gobio gobio,11,13/07/2018,4
2018,3,Stone loach,Barbatula barbatula,1,13/07/2018,1
2018,3,Ruffe,Gymnocephalus cernuus,1,13/07/2018,1
2018,3,European eels > elvers,Anguilla anguilla,18,13/07/2018,6
2019,2,Roach,Rutilus rutilus,216,26/09/2019,108
2019,2,Pike,Esox lucius,34,26/09/2019,17
2019,2,Perch,Perca fluviatilis,26,26/09/2019,13
2019,2,Chub,Leuciscus cephalus,17,26/09/2019,9
2019,2,Dace,Leuciscus leuciscus,5,26/09/2019,3
2019,2,Gudgeon,Gobio gobio,5,26/09/2019,3
2019,2,3-spined stickleback,Gasterosteus aculeatus,1,26/09/2019,1
2019,2,Spined loach,Cobitis taenia,4,26/09/2019,2
2019,2,Stone loach,Barbatula barbatula,2,26/09/2019,1
2019,2,Bullhead,Cottus gobio,10,26/09/2019,5
2019,2,European eels > elvers,Anguilla anguilla,16,26/09/2019,8
2019,2,Common bream,Abramis brama,3,26/09/2019,2
2019,2,Rudd,Scardinius erythrophthalmus,6,26/09/2019,3
2022,3,Roach,Rutilus rutilus,95,11/10/2022,32
2022,3,Perch,Perca fluviatilis,153,11/10/2022,51
2022,3,Pike,Esox lucius,62,11/10/2022,21
2022,3,Bleak,Alburnus alburnus,10,11/10/2022,4
2022,3,Dace,Leuciscus leuciscus,5,11/10/2022,2
2022,3,Chub,Leuciscus cephalus,22,11/10/2022,8
2022,3,Rudd,Scardinius erythrophthalmus,1,11/10/2022,1
2022,3,Tench,Tinca tinca,1,11/10/2022,1
2022,3,Bullhead,Cottus gobio,4,11/10/2022,2
2022,3,Spined loach,Cobitis taenia,6,11/10/2022,2
2022,3,Gudgeon,Gobio gobio,22,11/10/2022,8
2022,3,European eels > elvers,Anguilla anguilla,24,11/10/2022,8
2022,3,Minnow,Phoxinus phoxinus,1,11/10/2022,1
2012,3,Roach,Rutilus rutilus,271,24/07/2012,91
2012,3,Chub,Leuciscus cephalus,1,24/07/2012,1
2012,3,Perch,Perca fluviatilis,3,24/07/2012,1
2012,3,Common bream,Abramis brama,4,24/07/2012,2
2012,3,Pike,Esox lucius,5,24/07/2012,2
2012,3,Roach x chub hybrid,Rutilus rutilus x Leuciscus cephalus,1,24/07/2012,1
2012,3,Dace,Leuciscus leuciscus,1,24/07/2012,1
2012,3,3-spined stickleback,Gasterosteus aculeatus,1,24/07/2012,1
2012,3,European eels > elvers,Anguilla anguilla,1,24/07/2012,1
2015,3,Roach,Rutilus rutilus,110,01/07/2015,37
2015,3,Dace,Leuciscus leuciscus,2,01/07/2015,1
2015,3,Common bream,Abramis brama,7,01/07/2015,3
2015,3,Perch,Perca fluviatilis,38,01/07/2015,13
2015,3,Pike,Esox lucius,5,01/07/2015,2
2015,3,Chub,Leuciscus cephalus,10,01/07/2015,4
2015,3,Gudgeon,Gobio gobio,10,01/07/2015,4
2015,3,Ruffe,Gymnocephalus cernuus,2,01/07/2015,1
2015,3,Spined loach,Cobitis taenia,2,01/07/2015,1
2015,3,3-spined stickleback,Gasterosteus aculeatus,5,01/07/2015,2
2015,3,European eels > elvers,Anguilla anguilla,2,01/07/2015,1
2015,3,Rudd,Scardinius erythrophthalmus,2,01/07/2015,1
2012,3,Roach,Rutilus rutilus,490,13/07/2012,164
2012,3,Perch,Perca fluviatilis,9,13/07/2012,3
2012,3,Pike,Esox lucius,13,13/07/2012,5
2012,3,Ruffe,Gymnocephalus cernuus,1,13/07/2012,1
2012,3,Gudgeon,Gobio gobio,3,13/07/2012,1
2012,3,Bullhead,Cottus gobio,1,13/07/2012,1
2012,3,Chub,Leuciscus cephalus,1,13/07/2012,1
2012,3,Spined loach,Cobitis taenia,1,13/07/2012,1
2012,3,3-spined stickleback,Gasterosteus aculeatus,1,13/07/2012,1
2012,3,European eels > elvers,Anguilla anguilla,8,13/07/2012,3
2015,2,Roach,Rutilus rutilus,48,22/06/2015,24
2015,2,Pike,Esox lucius,7,22/06/2015,4
2015,2,Perch,Perca fluviatilis,15,22/06/2015,8
2015,2,Ruffe,Gymnocephalus cernuus,3,22/06/2015,2
2015,2,3-spined stickleback,Gasterosteus aculeatus,1,22/06/2015,1
2015,2,Bullhead,Cottus gobio,3,22/06/2015,2
2015,2,Stone loach,Barbatula barbatula,1,22/06/2015,1
2015,2,Spined loach,Cobitis taenia,4,22/06/2015,2
2015,2,European eels > elvers,Anguilla anguilla,14,22/06/2015,7
2015,2,European elvers,Anguilla anguilla,1,22/06/2015,1
2017,3,Roach,Rutilus rutilus,236,06/07/2017,79
2017,3,Chub,Leuciscus cephalus,14,06/07/2017,5
2017,3,Perch,Perca fluviatilis,62,06/07/2017,21
2017,3,Ruffe,Gymnocephalus cernuus,7,06/07/2017,3
2017,3,Pike,Esox lucius,13,06/07/2017,5
2017,3,Gudgeon,Gobio gobio,6,06/07/2017,2
2017,3,Dace,Leuciscus leuciscus,11,06/07/2017,4
2017,3,Stone loach,Barbatula barbatula,3,06/07/2017,1
2017,3,Spined loach,Cobitis taenia,5,06/07/2017,2
2017,3,Bullhead,Cottus gobio,11,06/07/2017,4
2017,3,Minnow,Phoxinus phoxinus,1,06/07/2017,1
2017,3,European eels > elvers,Anguilla anguilla,22,06/07/2017,8
2017,3,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,06/07/2017,1
2018,3,Roach,Rutilus rutilus,227,22/06/2018,76
2018,3,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,22/06/2018,1
2018,3,Pike,Esox lucius,8,22/06/2018,3
2018,3,Bleak,Alburnus alburnus,1,22/06/2018,1
2018,3,Stone loach,Barbatula barbatula,1,22/06/2018,1
2018,3,Spined loach,Cobitis taenia,5,22/06/2018,2
2018,3,Perch,Perca fluviatilis,27,22/06/2018,9
2018,3,Ruffe,Gymnocephalus cernuus,4,22/06/2018,2
2018,3,Chub,Leuciscus cephalus,27,22/06/2018,9
2018,3,Dace,Leuciscus leuciscus,34,22/06/2018,12
2018,3,Common bream,Abramis brama,1,22/06/2018,1
2018,3,Gudgeon,Gobio gobio,10,22/06/2018,4
2018,3,European eels > elvers,Anguilla anguilla,4,22/06/2018,2
2022,3,Roach,Rutilus rutilus,50,06/09/2022,17
2022,3,Perch,Perca fluviatilis,49,06/09/2022,17
2022,3,Bleak,Alburnus alburnus,8,06/09/2022,3
2022,3,Common bream,Abramis brama,1,06/09/2022,1
2022,3,Pike,Esox lucius,1,06/09/2022,1
2022,3,Gudgeon,Gobio gobio,5,06/09/2022,2
2022,3,Chub,Leuciscus cephalus,9,06/09/2022,3
2022,3,Dace,Leuciscus leuciscus,14,06/09/2022,5
2022,3,Minnow,Phoxinus phoxinus,1,06/09/2022,1
2012,3,Roach,Rutilus rutilus,152,20/07/2012,51
2012,3,Pike,Esox lucius,7,20/07/2012,3
2012,3,Tench,Tinca tinca,4,20/07/2012,2
2012,3,Perch,Perca fluviatilis,9,20/07/2012,3
2012,3,Bullhead,Cottus gobio,2,20/07/2012,1
2012,3,3-spined stickleback,Gasterosteus aculeatus,1,20/07/2012,1
2012,3,European eels > elvers,Anguilla anguilla,8,20/07/2012,3
2015,3,Roach,Rutilus rutilus,50,24/06/2015,17
2015,3,Perch,Perca fluviatilis,11,24/06/2015,4
2015,3,Ruffe,Gymnocephalus cernuus,1,24/06/2015,1
2015,3,Pike,Esox lucius,5,24/06/2015,2
2015,3,Gudgeon,Gobio gobio,1,24/06/2015,1
2015,3,Bullhead,Cottus gobio,3,24/06/2015,1
2015,3,European eels > elvers,Anguilla anguilla,13,24/06/2015,5
2018,3,Roach,Rutilus rutilus,207,26/06/2018,69
2018,3,Gudgeon,Gobio gobio,12,26/06/2018,4
2018,3,Dace,Leuciscus leuciscus,22,26/06/2018,8
2018,3,Chub,Leuciscus cephalus,8,26/06/2018,3
2018,3,Perch,Perca fluviatilis,10,26/06/2018,4
2018,3,Pike,Esox lucius,6,26/06/2018,2
2018,3,Bullhead,Cottus gobio,1,26/06/2018,1
2018,3,Spined loach,Cobitis taenia,1,26/06/2018,1
2018,3,Common bream,Abramis brama,1,26/06/2018,1
2018,3,European eels > elvers,Anguilla anguilla,9,26/06/2018,3
2012,3,Roach,Rutilus rutilus,758,18/09/2012,253
2012,3,Dace,Leuciscus leuciscus,499,18/09/2012,167
2012,3,Chub,Leuciscus cephalus,87,18/09/2012,29
2012,3,Gudgeon,Gobio gobio,696,18/09/2012,232
2012,3,Minnow,Phoxinus phoxinus,22,18/09/2012,8
2012,3,Pike,Esox lucius,9,18/09/2012,3
2012,3,Spined loach,Cobitis taenia,1,18/09/2012,1
2012,3,Stone loach,Barbatula barbatula,13,18/09/2012,5
2012,3,Perch,Perca fluviatilis,32,18/09/2012,11
2012,3,Roach x chub hybrid,Rutilus rutilus x Leuciscus cephalus,1,18/09/2012,1
2012,3,Bullhead,Cottus gobio,47,18/09/2012,16
2012,3,European eels > elvers,Anguilla anguilla,12,18/09/2012,4
2012,3,3-spined stickleback,Gasterosteus aculeatus,6,18/09/2012,2
2012,3,Ruffe,Gymnocephalus cernuus,4,18/09/2012,2
2013,2,Roach,Rutilus rutilus,32,31/07/2013,16
2013,2,Chub,Leuciscus cephalus,67,31/07/2013,34
2013,2,Dace,Leuciscus leuciscus,176,31/07/2013,88
2013,2,Gudgeon,Gobio gobio,366,31/07/2013,183
2013,2,Pike,Esox lucius,9,31/07/2013,5
2013,2,Perch,Perca fluviatilis,10,31/07/2013,5
2013,2,Ruffe,Gymnocephalus cernuus,21,31/07/2013,11
2013,2,Minnow,Phoxinus phoxinus,454,31/07/2013,227
2013,2,Spined loach,Cobitis taenia,5,31/07/2013,3
